	Height	Tree	Shrub	WoodyLiana	ParasiticEpiphyte	DwarfShrub	MonocarpPerennialHerb	PolycarpNonClonalHerb	ClonalHerb	AnnualHerb	ChamPh	GeoPh	HemiPh	HydroPh	MphanPh	NphanPh	TherPh	LfArVertic	LfArAltern	LfArRosette	LfArOppos	LfTSimple	LfTReduced	LfTComp	LfGrSpring	LfGrSummer	LfGrWinter	LfGrPersist	LfScler	LfSuccul	LA	SLA	LDMC	FloweringLength	Dioecy	OutCross	AutoGam	ZooGam	AnemoGam	HydroGam	FleshyFr	VegetRepr	MyrmChor	SeedMass	SeedNo	Sh_polycyclic_Woody_incl	BdBank_size	BdBank_depth	Parasit	MHtroph	Cvory	Nfix	Gnm_size	Gnm_GC	Clon_persist	Clon_multip	LateralSpr	ClonInd	ClonDispOrg	DiasporeVeg	DiasporeGen	DispAllium	DispBidens	DispCornus	DispEpilobium	DispalLycopodium	DispPhragmites	DispSparganium	DispWolffia	DispZea
Potamogeton_acutifolius	0.6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	94.75	64.74	288.57	3	0	NA	0	0	1	0	0	0.5	0	3.1	NA	0	8.75	3.29	0	0	0	0	746.58	40.54	1	4.33	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_alpinus	0.75	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	760	91.75	166.31	3	0	NA	0	0	1	0	0	0.5	0	2.07	NA	0	18.33	3.55	0	0	0	0	1428.55	39.26	1	6.8	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_berchtoldii	0.55	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	26	49.5	142	3	NA	0.6	NA	NA	NA	NA	0	NA	0	1.15	NA	0	5	3	0	0	0	0	648.96	39.6	1	3.5	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_coloratus	0.45	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	3	0.5	0.5	0	0	1	1	0	0.5	0	0.43	NA	0	16.67	3.8	0	0	0	0	748.21	39.77	1	1	0.13	6	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_compressus	0.85	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	198.25	88.47	171.5	3	0	0.5	0	0	1	1	0	0.5	0	NA	NA	0	7	3.29	0	0	0	0	NA	NA	1	4.33	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_crispus	0.75	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	192.33	60.57	149.33	4	0	0.5	0	0	1	0	0	0.75	0	NA	4	0	17.14	3.83	0	0	0	0	1277.91	39.06	1.07	8.17	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_friesii	0.7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	NA	NA	NA	3	0	0.5	0	0	1	1	0	0.5	0	NA	NA	0	10	3	0	0	0	0	NA	NA	1	4.33	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_gramineus	0.7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	596.72	47.3	190.16	3	0	0.6	0	0	1	1	0	0.5	0	2.49	797	0	23.33	5.09	0	0	0	0	1317.57	40.07	1.27	6.67	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_lucens	1.2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2221.5	68.59	182.33	3	0	0.6	0	0	1	1	0	0.5	0	4.87	72.6	0	26	6.23	0	0	0	0	1386.74	40.67	1.43	4.33	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_natans	0.98	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2783.08	27.46	205.48	3	0	0.5	0	0	1	0	0	0.75	0	5.14	4	0	25.83	4.42	0	0	0	0	1497.03	40.08	1.33	4.33	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_nodosus	1.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2943	34.17	145.32	3	0	0.5	0	0	1	1	0	0.75	0	NA	0	0	25	5.67	0	0	0	0	1480.68	39.55	1	9.25	0.13	5	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_obtusifolius	0.65	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	170.17	68.37	254.77	3	0	0.6	1	0	1	0	0	0.5	0	2.9	0	0	16	2.75	0	0	0	0	759.66	40.73	1	4.33	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_perfoliatus	1.4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	642.5	85.75	184.81	3	0	0.6	0	0	1	1	0	0.75	0	3.22	1680	0	11	5.18	0	0	0	0	1379.8	40	1.38	5	0.13	5	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_polygonifolius	0.36	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1138.25	43.5	169.89	3	0	NA	0	0	1	1	0	0.5	0	1.48	50	0	16.25	3.15	0	0	0	0	711.73	39.43	1	1	0.13	6	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_praelongus	0.9	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	2	0	NA	0	0	1	1	0	0.5	0	NA	NA	0	17.5	3.86	0	0	0	0	1481.65	40.11	1	3.5	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_pusillus	0.55	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	33.11	74.16	319.53	3	0	0.6	0	0	1	1	0	0.5	0	0.91	NA	NA	NA	NA	0	0	0	0	614.74	40.21	NA	NA	NA	NA	NA	1	1	0	0	0	0	0	0	0	1	0
Potamogeton_trichoides	0.6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	5.03	75.8	234.34	3	0	0.6	0	0	1	1	0	0.75	0	NA	NA	0	8.33	2.6	0	0	0	0	1231.89	39.08	1	7	0.13	7	1	1	1	0	0	0	0	0	0	0	1	0
Potentilla_alba	0.09	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0.88	0	1563.08	14.78	329.55	2	0	0.75	1	1	0	0	0	0.5	1	0.6	NA	0	20	4	0	0	0	0	1264.26	41.56	4	0.5	0.11	3	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_anglica	0.35	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	NA	0	521.2	25.36	234.76	5	0	NA	0	1	0	0	0	0.5	1	0.55	NA	0	25	3.4	0	0	0	0	1962.79	40.8	3	3.25	0.2	2	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_anserina	0.2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.38	0	6700.33	23.07	232.18	3	0	1	0	1	0	0	0	0.5	1	0.89	56.44	0	47.18	7.06	0	0	0	0	921.96	40.27	2.41	3.59	0.24	6	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_argentea	0.33	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	527	16.7	262	5	0	0.3	1	1	0	0	0	0	1	0.1	158044.39	1	22	3.73	0	0	0	0	1264.76	41.19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_aurea	0.17	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0.88	0	1012.5	19.02	248.11	4	0	NA	1	1	0	0	0	0.5	1	NA	132.77	0	13.33	3.5	0	0	0	0	620.55	41.74	4	0.5	0.09	3	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_collina	0.15	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	NA	0	NA	NA	NA	2	0	0	0	1	0	0	0	0	1	NA	NA	NA	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_crantzii	0.18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	259.81	15.44	326.8	4	0	0.45	1	1	0	0	0	0.5	1	0.64	61.53	0	15	3.67	0	0	0	0	1121.34	42.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_erecta	0.28	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	148.5	25.68	303.96	6	0	1	0	1	0	0	0	0.5	1	0.48	3045.57	0	20	4	0	0	0	0	1109.29	41.54	4	0.6	0.01	2	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_heptaphylla	0.11	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	672.5	16.05	368.36	3	0	0.9	0	1	0	0	0	0.5	1	0.6	113.5	0	17.5	2.71	0	0	0	0	1004.85	41.56	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_incana	0.09	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	NA	NA	NA	3	0	0.75	1	1	0	0	0	0.5	1	NA	NA	0	22.5	3.67	0	0	0	0	948.7	40.89	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_inclinata	0.35	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	NA	NA	NA	4	0	NA	0	1	0	0	0	0	1	0.35	NA	NA	20	4	0	0	0	0	1371.14	41.09	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_intermedia	0.3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0.88	0	835.63	19.53	288.12	4	0	0.4	0	1	0	0	0	0	1	0.44	29399.33	1	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_lindackeri	0.12	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Potentilla_micrantha	0.06	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0.88	0	1219.6	17.42	NA	3	0	0.9	0	1	0	0	0	0.5	1	0.63	NA	0	20	4	0	0	0	0	782.26	41.65	4	0.5	0.01	2	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_norvegica	0.37	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0.75	0	2338.25	24.8	248.62	4	0	0.1	0	1	0	0	0	0	1	0.12	8003.77	0	12.5	3.4	0	0	0	0	1839.34	40.17	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_patula	0.13	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Potentilla_psammophila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Potentilla_puberula	0.09	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	15	1	0	0	0	0	1484.77	41.37	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_recta	0.5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.88	0	2602.5	17.4	302.32	3	0	0.75	1	1	0	0	0	0.25	1	0.25	54337.75	1	15	3.67	0	0	0	0	1405.66	40.95	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_reptans	0.2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0.63	0	2176.5	25.1	240.65	3	0	NA	0	1	0	0	0	0.5	1	0.27	26171.67	0	28	2.86	0	0	0	0	1209.51	39.64	2.67	3.94	0.18	2	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_sterilis	0.06	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0.75	0	518	24.6	250	2	0	0.75	1	1	0	0	0	0.5	1	0.54	52.46	0	30	3	0	0	0	0	1526.75	42.25	2.5	0.75	0.07	4	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_supina	0.33	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0.63	0	NA	NA	NA	4	0	0.75	0	1	0	0	0	0	1	0.07	191666	0	11.25	3.22	0	0	0	0	737.61	40.66	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_thuringiaca	0.33	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	NA	0	NA	NA	NA	3	0	0.1	0	1	0	0	0	0	1	0.15	NA	0	20	4	0	0	0	0	NA	NA	4	0.5	0.01	2	0	0	1	1	0	0	0	0	0	0	0	0
Potentilla_verna	0.11	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0.88	0	289	12.53	317	3	0	0.1	1	1	0	0	0	0.5	1	0.61	14035.33	0	20	4	0	0	0	0	1589.54	41.66	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Prenanthes_purpurea	0.95	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.63	0	2945.25	65.86	123.72	3	0	0.5	1	1	0	0	0	0.5	0	0.82	43092.67	0	20	4	0	0	0	0	7250.43	40.28	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Primula_auricula	0.13	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	0	2711	31.35	75.74	3	NA	NA	NA	NA	NA	NA	0	NA	0	0.27	NA	1	20	4	0	0	0	0	NA	NA	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Primula_elatior	0.17	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.5	0	4205.88	32.3	139.32	4	0	0.9	0	1	0	0	0	0.5	0	0.45	1953.47	1	20	4	0	0	0	0	943.72	37.59	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Primula_farinosa	0.11	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.25	0	220.5	22.65	172.26	2	0	0.9	0	1	0	0	0	0.5	0	0.07	442.9	1	15	3.67	0	0	0	0	2938.01	39.01	2.67	2.25	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Primula_minima	0.02	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0.75	0	NA	NA	NA	2	0	0.75	1	1	0	0	0	0.5	0	0.12	NA	1	20	4	0	0	0	0	2903.64	39.03	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Primula_veris	0.12	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.75	0	4080.67	18.68	214.67	2	0	0.9	0	1	0	0	0	0.5	0	0.8	12248.37	1	20	4	0	0	0	0	833.01	36.94	4	2	0.03	3	0	0	1	1	0	0	0	0	0	0	0	0
Primula_vulgaris	0.08	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0.5	0	6409	28.6	154	2	0	0.9	0	1	0	0	0	0.5	0	1.14	58	1	20	4	0	0	0	0	NA	NA	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Prunella_grandiflora	0.3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.88	0	NA	20.11	174.37	2	0.5	0.75	1	1	0	0	0	0.5	1	0.86	117.73	0	20	4	0	0	0	0	1237.86	38.77	3.6	3	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Prunella_laciniata	0.2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.88	0	NA	NA	NA	2	0.5	0.75	0	1	0	0	0	0	1	1.19	NA	1	20	4	0	0	0	0	1464.98	39.36	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Prunella_vulgaris	0.15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.75	0	675.33	29.55	164.37	5	0.5	0.5	1	1	0	0	0	0.5	1	0.69	5229.48	1	15	2.07	0	0	0	0	1209.75	39.1	2.14	5.17	0.13	5	0	0	1	1	0	0	0	0	0	0	0	0
Prunus_avium	19	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	13.45	NA	2	0	1	1	1	0	0	1	0	0	390.04	1	NA	0	0	0	0	0	0	694.39	40.47	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Prunus_cerasifera	6.5	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	1	0	1	0	0	1	0	0	454.5	NA	NA	30	10	0	0	0	0	537.38	40.15	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Prunus_cerasus	8.25	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	2423.38	20.91	318.35	2	0	0.75	1	1	0	0	1	0.25	0	254	NA	NA	30	10	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_domestica	6.5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	NA	NA	NA	2	0	0.88	1	1	0	0	1	0.25	0	NA	NA	NA	30	10	0	0	0	0	1737.63	40.79	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_fruticosa	0.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	NA	NA	NA	2	0	0.75	0	1	0	0	1	0.25	0	NA	NA	NA	40	8.75	0	0	0	0	1216.45	40.4	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_insititia	6.5	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	0.75	NA	NA	NA	NA	1	NA	0	NA	NA	NA	30	10	0	0	0	0	1707.45	40.28	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_mahaleb	8.25	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	753.4	16.86	288.81	2	0	1	0	1	0	0	1	0	0	87.7	NA	NA	NA	NA	0	0	0	0	584.38	40.26	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Prunus_padus	6.25	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	3044.56	21.68	334.32	3	0	0.75	1	1	0	0	1	0.25	0	137.5	4000.5	NA	60	7.75	0	0	0	0	954.42	40.82	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_serotina	6.5	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	3396.25	18.02	308.25	2	0	1	0	1	1	0	1	0.25	0	88.1	1	NA	30	10	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_spinosa	1.75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	472.25	14.07	313.5	3	0	0.75	1	1	0	0	1	0.5	0	448.24	1	NA	30	10	0	0	0	0	1746.14	40.16	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Prunus_tenella	0.85	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	1	NA	NA	NA	NA	1	NA	0	NA	NA	NA	40	10	0	0	0	0	443.96	39.94	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Psephellus_dealbatus	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	2847.07	40.25	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1
Pseudofumaria_alba	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Pseudofumaria_lutea	0.2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	0	1098	23.5	170	5	NA	0.75	NA	NA	NA	NA	0	NA	1	1.32	3793.46	0	20	4	0	0	0	0	1200.21	39.24	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pseudognaphalium_luteoalbum	0.38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.5	0	132.13	38.32	192.81	3	0.5	NA	0	1	0	0	0	0	0	0.01	663.34	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Pseudorchis_albida	0.23	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	NA	0	601.25	21.96	123.79	3	0	0.5	1	1	0	0	0	0	0	NA	NA	0	8.33	3.4	0	0.5	0	0	9338.86	38.29	1	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Pseudotsuga_menziesii	47.5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	NA	7.17	NA	2	0	0.5	0	0	1	0	0	0	0	NA	NA	1	0	0	0	0	0	0	29278.84	41.37	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Pseudoturritis_turrita	0.55	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	0.5	NA	NA	NA	NA	0	NA	0	0.52	1030	1	30	9.33	0	0	0	0	755.38	40.62	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pteridium_aquilinum	1.25	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	NA	18.45	298	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	300000000	0	27	10.56	0	0	0	0	13397.43	45.69	4	1	0.4	5	0	0	1	0	0	0	0	1	0	0	0	0
Puccinellia_distans	0.28	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.5	0	282	28.6	179	5	0	0.9	0	0	1	0	0	0.5	0	0.24	18589.22	1	13.33	3.5	0	0	0	0	7630.3	46.97	3.33	4.33	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Pulicaria_dysenterica	0.45	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.63	0	1199.5	30.55	142.5	3	0.5	0.5	0	1	0	0	0	0.5	1	0.09	3261.18	0	27.5	7	0	0	0	0	1726.36	39.66	3	3.5	0.27	6	0	0	1	0	0	0	1	0	0	0	0	0
Pulicaria_vulgaris	0.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	262.01	28.84	139.66	3	0.5	0.5	1	1	0	0	0	0	1	0.12	14505.25	0	5	1	0	0	0	0	1617.45	38.6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Pulmonaria_angustifolia	0.23	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	0.9	0	1	0	0	0	0.5	1	NA	NA	1	42.5	8.06	0	0	0	0	2219.74	39.23	4	6	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Pulmonaria_mollis	0.35	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.63	0	NA	NA	NA	3	0	0.9	0	1	0	0	0	0.5	1	NA	NA	1	20	4	0	0	0	0	2872.77	39.21	4	3.5	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Pulmonaria_obscura	0.23	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.63	0	6771.13	37.79	142.51	3	0	0.9	0	1	0	0	0	0.5	1	4.3	7.4	1	16.67	3.8	0	0	0	0	2834	40.38	4	4.33	0.09	5	0	0	1	1	0	0	0	0	0	0	0	0
