	Height	Tree	Shrub	WoodyLiana	ParasiticEpiphyte	DwarfShrub	MonocarpPerennialHerb	PolycarpNonClonalHerb	ClonalHerb	AnnualHerb	ChamPh	GeoPh	HemiPh	HydroPh	MphanPh	NphanPh	TherPh	LfArVertic	LfArAltern	LfArRosette	LfArOppos	LfTSimple	LfTReduced	LfTComp	LfGrSpring	LfGrSummer	LfGrWinter	LfGrPersist	LfScler	LfSuccul	LA	SLA	LDMC	FloweringLength	Dioecy	OutCross	AutoGam	ZooGam	AnemoGam	HydroGam	FleshyFr	VegetRepr	MyrmChor	SeedMass	SeedNo	Sh_polycyclic_Woody_incl	BdBank_size	BdBank_depth	Parasit	MHtroph	Cvory	Nfix	Gnm_size	Gnm_GC	Clon_persist	Clon_multip	LateralSpr	ClonInd	ClonDispOrg	DiasporeVeg	DiasporeGen	DispAllium	DispBidens	DispCornus	DispEpilobium	DispalLycopodium	DispPhragmites	DispSparganium	DispWolffia	DispZea
Dactylorhiza_lapponica	0.18	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0.5	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_maculata	0.48	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1361	23.8	119.77	2	0	0.75	0	1	0	0	0	0	0	NA	220333.33	NA	NA	NA	0	0.5	0	0	NA	NA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_majalis	0.41	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	2940.5	NA	134	3	0	0.75	0	1	0	0	0	0	0	NA	4720600	0	8	3.5	0	0.5	0	0	13437.8	45.34	1	1.83	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_sambucina	0.2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.75	0	1313.5	28.33	113.04	3	0	0.75	0	1	0	0	0	0	0	NA	NA	0	7.5	3.67	0	0.5	0	0	NA	NA	1	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_traunsteineri	0.25	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	836	28.03	120.86	2	0	0.75	0	1	0	0	0	0	0	NA	NA	0	10	3	0	0.5	0	0	13259.59	45.46	1	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Danthonia_alpina	0.45	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	0.88	0	NA	NA	NA	2	0	0.5	1	0	1	0	0	0.5	0	1.61	NA	1	15	3.67	0	0	0	0	3818.12	47.32	4	3.5	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Danthonia_decumbens	0.28	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.88	0	378	16.94	338.64	2	0	0.6	1	0	1	0	0	0.5	1	1.46	3175.2	1	16.67	3.8	0	0	0	0	3878.88	47.6	4	3.5	0.04	4	0	0	1	1	0	0	0	0	0	0	0	0
Daphne_cneorum	0.2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	49.05	11.5	NA	3	0	0.75	1	1	0	0	1	0	0	4.4	NA	NA	20	4	0	0	0	0	4644.05	42.41	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Daphne_mezereum	0.65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.63	0	340.9	28.92	186.5	2	0.5	0.88	1	1	0	0	1	0	0	43.9	11.75	NA	10	10	0	0	0	0	5387.12	41.77	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Datura_stramonium	0.75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	14739.88	28.3	132.24	3	0	0.6	1	1	0	0	0	0	0	9.03	3307.75	0	5	1	0	0	0	0	3806.69	42.36	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Daucus_carota	0.45	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0.75	0	NA	19.62	232.05	3	0.5	0.75	1	1	0	0	0	0	0	1.16	32745.22	1	35.42	8.67	0	0	0	0	903.01	37.91	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Delphinium_elatum	1.25	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	1	0	1	0	0	0	0.5	1	1.86	NA	0	20	4	0	0	0	0	7468.04	43.15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dentaria_bulbifera	0.45	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.5	0	2207	40.42	149.57	2	0	1	0	1	0	0	0	0.75	0	20.04	16.26	0	17	4.53	0	0	0	0	3685.37	38.74	3.2	4.15	0.13	3	1	1	1	1	0	0	0	0	0	0	0	0
Dentaria_enneaphyllos	0.25	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0.5	0	NA	NA	NA	2	0	NA	1	1	0	0	0	0.5	0	NA	NA	0	15	5	0	0	0	0	2483.88	41.06	4	1	0.07	4	0	0	1	1	0	0	0	0	0	0	0	0
Dentaria_glandulosa	0.25	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0.5	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	0.5	0	NA	NA	0	15	5	0	0	0	0	1487.43	39.47	4	1	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Deschampsia_cespitosa	1.05	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.63	0	342.33	14.72	337.29	5	0	0.9	0	0	1	0	0	0	0	0.21	25240.64	1	20.24	3.68	0	0	0	0	8577.4	46.86	4	5.17	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Descurainia_sophia	0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.88	0	765.75	26.69	180.68	5	0	0.6	1	1	0	0	0	0	0	0.1	196857.24	0	5	1	0	0	0	0	547.79	39.04	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_arenarius	0.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	NA	0	NA	NA	NA	3	0	0.75	0	1	0	0	0	0	0	0.53	NA	1	30	3	0	0	0	0	2058.38	39.19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_armeria	0.4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0.75	0	231	14.88	189.06	3	0	0.5	1	1	0	0	0	0	0	0.25	718.33	1	5	1	0	0	0	0	900.73	39.15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_barbatus	0.45	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.75	0	1125.5	15.93	224.9	3	0	0.75	0	1	0	0	0	0	0	NA	NA	1	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_carthusianorum	0.36	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	NA	16.36	NA	4	0	0.75	0	1	0	0	0	0.5	0	1.03	696.5	1	17.5	3.86	0	0	0	0	953.88	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_deltoides	0.21	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	24	16.05	262	5	0	0.75	0	1	0	0	0	0	0	0.2	32219.15	1	23.33	3.57	0	0	0	0	990.05	39.2	4	6	0.13	5	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_gratianopolitanus	0.17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.63	0	72.75	15.74	237.71	2	0.5	0.75	0	1	0	0	0	0.5	0	1.15	NA	0	25	2.6	0	0	0	0	3096.45	38.9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_lumnitzeri	0.18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	0.75	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	3169.08	39.33	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Dianthus_moravicus	0.18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	3168.83	39.03	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Dianthus_pontederae	0.28	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	957.69	39.55	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Dianthus_superbus	0.5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0.5	0	247	22.43	191.63	4	0.5	0.75	0	1	0	0	0	0.5	0	0.92	1413.9	1	15	3.67	0	0	0	0	1325.76	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dianthus_sylvaticus	0.4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	NA	0	NA	NA	NA	3	0.5	0.75	0	1	0	0	0	0.5	0	NA	NA	1	20	4	0	0	0	0	2329.65	38.96	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dictamnus_albus	0.7	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	9110.25	20.96	211.6	2	0	0.75	0	1	0	0	0	0.5	0	16.23	76.22	0	20	4	0	0	0	0	5462.73	42.23	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Digitalis_grandiflora	0.7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.75	0	7415.5	26.19	184.95	3	0	1	0	1	0	0	0	0.5	0	0.17	37051.88	1	38	8.42	0	0	0	0	2204.26	41.58	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Digitalis_purpurea	1.2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0.75	0	32204	16.73	242.5	3	0	1	0	1	0	0	0	0	0	0.07	363128	1	15	3.67	0	0	0	0	1701.35	41.31	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Digitaria_ischaemum	0.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	109.88	40.62	165.18	4	0	0.6	0	0	1	0	0	0	0	0.75	440.46	0	5	1	0	0	0	0	1365.79	45.84	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Digitaria_sanguinalis	0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	290.25	35.25	170.2	4	0	0.6	1	0	1	0	0	0	0	0.97	67952.5	0	5	1	0	0	0	0	1746.83	45.67	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Diphasiastrum_alpinum	0.08	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	62.5	11.27	329.77	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	888412.5	NA	30	3	0	0.5	0	0	NA	NA	4	3.5	0.07	5	0	0	1	0	0	0	0	1	0	0	0	0
Diphasiastrum_complanatum	0.2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	111	7.07	293.63	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	1008928	NA	17.5	2.71	0	0.5	0	0	NA	NA	4	3.5	0.07	5	0	0	1	0	0	0	0	1	0	0	0	0
Diphasiastrum_tristachyum	0.25	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	NA	NA	NA	0	0.5	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	0
Diplotaxis_muralis	0.33	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.88	0	710.5	20.96	139.78	4	0	0.6	1	1	0	0	0	0	0	0.21	3470.75	1	34.17	8.8	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Diplotaxis_tenuifolia	0.55	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0.88	0	2296	22.45	113	3	0	1	1	1	0	0	0	0	0	0.28	5601.67	0	20	4	0	0	0	0	1490.25	41.44	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dipsacus_fullonum	1.4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	23937	20.08	167	3	0	0.75	1	1	0	0	0	0	1	2.71	129705.42	NA	7.5	2.33	0	0	0	0	5503.29	37.74	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dipsacus_laciniatus	1.4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	NA	NA	NA	NA	1	0	NA	NA	NA	3	0	0.75	0	1	0	0	0	0	1	4.37	NA	1	5	1	0	0	0	0	5834.11	38.12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dipsacus_pilosus	1.25	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0.88	0	8154.83	52.87	104.34	2	0	NA	0	1	0	0	0	0	1	5.08	4296.33	1	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dipsacus_strigosus	1.6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	NA	0	13008	14.03	226.11	2	0	0.5	0	1	0	0	0	0	1	NA	3655.95	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dittrichia_graveolens	0.33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Doronicum_austriacum	0.95	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.5	0	NA	NA	NA	3	0.5	0.75	0	1	0	0	0	0.5	0	1.16	NA	0	20	4	0	0	0	0	7080.25	37.88	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Doronicum_columnae	0.4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0.63	0	NA	NA	NA	1	0.5	0.75	0	1	0	0	0	0.5	0	0.77	NA	1	20	4	0	0	0	0	4986.23	39.81	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Dorycnium_germanicum	0.38	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	NA	NA	NA	2	0	0.75	0	1	0	0	0	0	0	2.8	NA	NA	15	2.33	0	0	0	1	1915.38	41.25	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dorycnium_herbaceum	0.5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	NA	NA	NA	2	0	0.75	0	1	0	0	0	0	0	2.09	NA	NA	10	3	0	0	0	1	1881.64	40.56	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Draba_muralis	0.23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.88	0	279	26.1	171.5	1	0	0.43	1	0	0	0	0	0	0	0.05	314.75	0	7.5	2.33	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Draba_nemorosa	0.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	NA	0	NA	NA	NA	1	0	0.6	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	785.11	37.53	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dracocephalum_austriacum	0.3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	0.75	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	1328.48	39.61	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Drosera_anglica	0.15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.13	0	89.2	26.42	113.17	3	0	0.25	1	1	1	0	0	0.5	0	0.03	716	0	20	4	0	0	1	0	4714.83	44.25	4	2.29	0.04	3	0	1	1	0	0	0	0	0	0	1	0	0
Drosera_intermedia	0.04	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.13	0	22.04	28.51	176.44	2	0	0.25	1	1	0	0	0	0.5	0	0.03	243.67	0	20	4	0	0	1	0	2516.34	42.53	4	3.79	0.04	4	0	1	1	0	0	0	0	0	0	1	0	0
Drosera_rotundifolia	0.12	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.13	0	86.75	46.14	134.87	3	0	0.25	1	1	0	0	0	0.5	0	0.02	1153.36	0	20	4	0	0	1	0	2331.22	44.53	4	3.71	0.04	3	0	1	1	0	0	0	0	0	0	1	0	0
Drymocallis_rupestris	0.35	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	NA	0	2966.45	13.68	305.65	3	0	0.75	1	1	0	0	0	0.25	1	0.3	840.75	0	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dryopteris_borreri	0.75	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_cambrensis	0.6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_carthusiana	0.5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.75	0	18468	25.1	275.39	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	0	20	4	0	0	0	0	30901.22	43.44	4	0.5	0.01	2	0	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_cristata	0.45	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0.38	0	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	0	20	4	0	0	0	0	31731.34	43.49	4	0.5	0.01	2	0	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_dilatata	0.7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0.63	0	46655	20.97	277	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	0	20	4	0	0	0	0	33216.85	41.37	4	0.5	0.05	2	0	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_expansa	0.5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.63	0	60541.46	20.77	269.34	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_filix-mas	0.8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.75	0	95617	24.2	295	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	5214192	0	20	4	0	0	0	0	27841.78	41.78	4	0.5	0.01	2	0	0	1	0	0	0	0	1	0	0	0	0
Dryopteris_remota	0.6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	NA	0	11153.19	34.92	140.64	2	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Duchesnea_indica	0.15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0.75	0	NA	30.28	NA	2	0	0.75	1	1	0	0	0	0.75	0	0.32	164	NA	NA	NA	0	0	0	0	3077.7	40.66	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Dysphania_botrys	0.45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	3	0	0.75	0	0	1	0	0	0	0	0.19	NA	0	5	1	0	0	0	0	825.08	39.51	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dysphania_pumilio	0.35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	4	0	0.75	0	0	1	0	0	0	0	0.06	NA	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Echinochloa_crus-galli	0.65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	2264.63	28.09	189.8	4	0	0.6	1	0	1	0	0	0	0	2.33	17310.52	0	5	1	0	0	0	0	2687.82	45.93	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Echinocystis_lobata	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.63	0	NA	NA	NA	3	0	0.75	0	1	0	0	1	0	0	237.45	NA	0	2.5	1	0	0	0	0	1319.38	39.62	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Echinops_exaltatus	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	8648	16.92	298.96	2	0	0.75	0	1	0	0	0	0	1	41.14	1439.94	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Echinops_ritro	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	10.38	185	3	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	0	0	0
Echinops_sphaerocephalus	1.4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	NA	NA	NA	2	0	0.75	0	1	0	0	0	0	1	28.41	NA	1	20	4	0	0	0	0	6948.16	41.04	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Echium_maculatum	0.6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	5642.09	41.47	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Echium_vulgare	0.95	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	4523	14.45	142	4	0	0.75	0	1	0	0	0	0	0	2.96	24463.8	1	7.5	2.33	0	0	0	0	1478.2	38.24	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Elaeagnus_commutata	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	1	40	10	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Elatine_alsinastrum	0.45	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0.25	0	NA	NA	NA	4	0	0.6	1	0	0	0	0	0.5	0	NA	NA	0	10	1	0	0	0	0	801.2	40.18	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Elatine_hexandra	0.02	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0.25	0	2.02	66.57	238.11	4	0	0.6	1	0	0	0	0	0.5	0	0.02	19	0	5	1	0	0	0	0	808.99	42.1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Elatine_hydropiper	0.02	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	2.99	44.19	152.04	5	NA	0.6	NA	NA	NA	NA	0	NA	0	0.01	31.33	0	5	1	0	0	0	0	564.92	39.61	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Elatine_orthosperma	0.02	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	580.05	39.46	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
